name,platform,post_sum_6m,like_count_post_6m,comment_count_post_6m,share_count_post_6m,view_count_post_6m,video_post_sum_6m,like_count_video_6m,comment_count_video_6m,share_count_video_6m,view_count_video_6m,short_post_sum_6m,like_count_short_6m,comment_count_short_6m,share_count_short_6m,view_count_short_6m,live_post_sum_6m,like_count_live_6m,comment_count_live_6m,share_count_live_6m,view_count_live_6m,follower_count_processed,live,post,short,video,avg_post_voice,avg_video_voice,avg_short_voice,avg_live_voice
小日刀口,yt,0.0,0.0,0.0,0.0,0.0,16.0,2494.0,162.0,0.0,228800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168000.0,5000000.0,5000000.0,5000000.0,55000.0,0.0,1482.837407322662,0.0,0.0
小米,yt,0.0,0.0,0.0,0.0,0.0,35.0,53123.0,4618.0,0.0,3030616.0,6.0,5920.0,91.0,0.0,184812.0,0.0,0.0,0.0,0.0,0.0,358000.0,5000000.0,5000000.0,5000000.0,158000.0,0.0,9193.408308759765,3385.299435783428,0.0
小象愛出門,yt,0.0,0.0,0.0,0.0,0.0,34.0,51000.0,4457.0,0.0,2927565.0,5.0,5944.0,91.0,0.0,184642.0,0.0,0.0,0.0,0.0,0.0,324000.0,5000000.0,5000000.0,5000000.0,140000.0,0.0,9139.137966495944,4060.3991879201617,0.0
徐海莉,yt,0.0,0.0,0.0,0.0,0.0,35.0,55161.0,4773.0,0.0,3133713.0,6.0,5901.0,91.0,0.0,184981.0,0.0,0.0,0.0,0.0,0.0,388000.0,5000000.0,5000000.0,5000000.0,173000.0,0.0,9508.096871197233,3387.1661021389828,0.0
懶錢包,yt,0.0,0.0,0.0,0.0,0.0,31.0,37725.0,3452.0,0.0,2271344.0,5.0,6086.0,93.0,0.0,183562.0,0.0,0.0,0.0,0.0,0.0,119000.0,5000000.0,5000000.0,5000000.0,34000.0,0.0,7758.809427135181,4047.5591904881617,0.0
我是賴瑞 /iamLarrie,yt,0.0,0.0,0.0,0.0,0.0,59.0,18829.0,2915.0,0.0,1279180.0,6.0,663.0,66.0,0.0,27343.0,0.0,0.0,0.0,0.0,0.0,210000.0,5000000.0,5000000.0,5000000.0,63000.0,0.0,2293.4864018053154,495.46658408890266,0.0
普通女子 孫女,yt,0.0,0.0,0.0,0.0,0.0,14.0,95713.0,10494.0,0.0,3730948.0,1.0,318.0,9.0,0.0,8267.0,0.0,0.0,0.0,0.0,0.0,287000.0,5000000.0,5000000.0,5000000.0,140000.0,0.0,29150.362203545566,927.4990725009276,0.0
潘令傑,yt,0.0,0.0,0.0,0.0,0.0,39.0,66448.0,5628.0,0.0,3693756.0,6.0,5782.0,89.0,0.0,185902.0,0.0,0.0,0.0,0.0,0.0,561000.0,5000000.0,5000000.0,5000000.0,262000.0,0.0,10068.892049515593,3396.36610060565,0.0
社群丼傑哥,yt,0.0,0.0,0.0,0.0,0.0,32.0,41343.0,3726.0,0.0,2449999.0,5.0,6047.0,92.0,0.0,183856.0,0.0,0.0,0.0,0.0,0.0,175000.0,5000000.0,5000000.0,5000000.0,63000.0,0.0,8113.699746446883,4050.9791898041617,0.0
篠崎泫|Hsyan|篠崎泫 Hsyan,yt,0.0,0.0,0.0,0.0,0.0,34.0,51110.0,4465.0,0.0,2930979.0,5.0,5941.0,91.0,0.0,184648.0,0.0,0.0,0.0,0.0,0.0,327000.0,5000000.0,5000000.0,5000000.0,142000.0,0.0,9150.290907344386,4060.3391879321616,0.0
艾琳的日常Erin's Diary,yt,0.0,0.0,0.0,0.0,0.0,35.0,54754.0,4742.0,0.0,3113093.0,6.0,5904.0,91.0,0.0,184947.0,0.0,0.0,0.0,0.0,0.0,382000.0,5000000.0,5000000.0,5000000.0,170000.0,0.0,9445.16258728107,3386.7494355417607,0.0
薔薇Chiang Weiii,yt,0.0,0.0,0.0,0.0,0.0,27.0,24477.0,2422.0,0.0,1465755.0,5.0,6064.0,88.0,0.0,182292.0,0.0,0.0,0.0,0.0,0.0,9000.0,5000000.0,5000000.0,5000000.0,10000.0,0.0,5754.510897981078,4020.239195952161,0.0
處女座媽媽的瑣碎日常,yt,0.0,0.0,0.0,0.0,0.0,40.0,55115.0,5872.0,0.0,3200363.0,1.0,387.0,5.0,0.0,14573.0,0.0,0.0,0.0,0.0,0.0,180000.0,5000000.0,5000000.0,5000000.0,168000.0,0.0,8502.349787441257,1576.3984236015767,0.0
進藤喜彥,yt,0.0,0.0,0.0,0.0,0.0,36.0,56223.0,4853.0,0.0,3185238.0,6.0,5888.0,91.0,0.0,185066.0,0.0,0.0,0.0,0.0,0.0,405000.0,5000000.0,5000000.0,5000000.0,182000.0,0.0,9397.291405630796,3387.932768677872,0.0
那個矮子,yt,0.0,0.0,0.0,0.0,0.0,31.0,40418.0,3656.0,0.0,2405347.0,5.0,6058.0,92.0,0.0,183782.0,0.0,0.0,0.0,0.0,0.0,160000.0,5000000.0,5000000.0,5000000.0,55000.0,0.0,8221.086831577843,4050.1591899681625,0.0
那對夫妻,yt,0.0,0.0,0.0,0.0,0.0,54.0,82090.0,3147.0,0.0,3515114.0,9.0,77765.0,847.0,0.0,2390429.0,0.0,0.0,0.0,0.0,0.0,708000.0,5000000.0,5000000.0,5000000.0,250000.0,0.0,7000.492462953845,29208.952310116416,0.0
阿滴,yt,0.0,0.0,0.0,0.0,0.0,49.0,105678.0,8598.0,0.0,5628007.0,8.0,5359.0,85.0,0.0,189088.0,0.0,0.0,0.0,0.0,0.0,1170000.0,5000000.0,5000000.0,5000000.0,578000.0,0.0,12238.018117591471,2570.937178632853,0.0
阿鑫,yt,0.0,0.0,0.0,0.0,0.0,33.0,46048.0,4083.0,0.0,2683639.0,5.0,5998.0,92.0,0.0,184240.0,0.0,0.0,0.0,0.0,0.0,247000.0,5000000.0,5000000.0,5000000.0,100000.0,0.0,8625.093678027466,4055.7191888561615,0.0
驚世一家,yt,0.0,0.0,0.0,0.0,0.0,22.0,20302.0,2356.0,0.0,1591729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72000.0,5000000.0,5000000.0,5000000.0,25000.0,0.0,7576.231473807661,0.0,0.0
驚世一家,yt,0.0,0.0,0.0,0.0,0.0,22.0,20302.0,2356.0,0.0,1591729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72000.0,5000000.0,5000000.0,5000000.0,25000.0,0.0,7576.231473807661,0.0,0.0
黃小米Mii,yt,0.0,0.0,0.0,0.0,0.0,39.0,76874.0,8633.0,0.0,6203126.0,8.0,2663.0,19.0,0.0,95875.0,0.0,0.0,0.0,0.0,0.0,583000.0,5000000.0,5000000.0,5000000.0,178000.0,0.0,16629.60470180501,1299.7248375343954,0.0
Ann,ig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,0.0,0.0,0.0,0.0
Ann,ig,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,7.499992500007501,0.0,0.0,0.0
Ann,ig,1.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,6.9999930000070005,0.0,0.0,0.0
Ann,ig,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,4.249997875001062,0.0,0.0,0.0
Ann,ig,3.0,511.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,58.099980633339776,0.0,0.0,0.0
Ann,ig,4.0,719.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,55.04998623750343,0.0,0.0,0.0
Ann,ig,6.0,2121.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,106.71664888055852,0.0,0.0,0.0
Ann,ig,7.0,521.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,82.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,26.042853422449507,0.0,30.5999694000306,0.0
Ann,ig,8.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,1.9374997578125304,0.0,0.0,0.0
Ann,ig,10.0,15001.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,454.9299545070046,0.0,0.0,0.0
Ann,ig,10.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,1.7999998200000182,0.0,48.29995170004831,0.0
Ann,ig,11.0,1554.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,45.15454134958714,0.0,0.0,0.0
Ann,ig,12.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,1.708333190972234,0.0,0.0,0.0
Ann,ig,12.0,2048.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,54.86666209444483,0.0,0.0,0.0
Ann,ig,15.0,2134.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,50.17999665466689,0.0,0.0,0.0
Ann,ig,15.0,2501.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1236.0,46.0,0.0,11205.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,51.38666324088912,0.0,202.67690748639177,0.0
Ann,ig,18.0,678.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,14.549999191666709,0.0,0.0,0.0
Ann,ig,18.0,92.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,321.0,47.0,0.0,119189.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,2.283333206481488,0.0,998.2332917402796,0.0
Ann,ig,19.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,1.999999894736848,0.0,0.0,0.0
Ann,ig,21.0,44922.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29505.0,58.0,0.0,545521.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,645.1952073716568,0.0,58992.32050383975,0.0
Ann,ig,23.0,473.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,6.626086668431015,0.0,0.0,0.0
Ann,ig,23.0,1624.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,82.0,17.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,22.247825119659776,0.0,32.43332252222582,0.0
Ann,ig,24.0,3573.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,46.808331382986175,0.0,23.4999765000235,0.0
Ann,ig,25.0,16327.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1813.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,197.62399209504028,0.0,183.29993890002035,0.0
Ann,ig,35.0,1732.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,794.0,37.0,0.0,3655.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,15.674285266448994,0.0,39.507998419680064,0.0
Ann,ig,76.0,1848.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,107.0,7.0,0.0,1595.0,0.0,0.0,0.0,0.0,0.0,13000.0,21000.0,27000.0,70000.0,5000000.0,9.768420924099726,0.0,50.6571356204092,0.0
Bebe Kuo,ig,5.0,688.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,368.0,62.0,0.0,2159.0,0.0,0.0,0.0,0.0,0.0,1000.0,19000.0,2000.0,76000.0,5000000.0,46.27999074400185,0.0,114.6399770720046,0.0
Becky Hsiao,ig,6.0,297.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,17000.0,2000.0,76000.0,5000000.0,18.68333021944496,0.0,0.0,0.0
Ben,ig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,170.0,31.0,0.0,9344.0,0.0,0.0,0.0,0.0,0.0,6000.0,30000.0,2000.0,79000.0,5000000.0,0.0,0.0,967.649516175242,0.0
Ben,ig,1.0,211.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,30000.0,2000.0,79000.0,5000000.0,80.29991970008032,0.0,0.0,0.0
Ben,ig,1.0,482.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,543.0,0.0,0.0,536.0,0.0,0.0,0.0,0.0,0.0,6000.0,30000.0,2000.0,79000.0,5000000.0,160.59983940016062,0.0,270.09972990027006,0.0
Ben,ig,3.0,351.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,2.0,0.0,513.0,0.0,0.0,0.0,0.0,0.0,6000.0,30000.0,2000.0,79000.0,5000000.0,39.76665341111553,0.0,114.09988590011412,0.0
Ben,ig,4.0,636.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,30000.0,2000.0,79000.0,5000000.0,55.57498610625346,0.0,0.0,0.0
Ben,ig,7.0,1103.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,6000.0,30000.0,2000.0,79000.0,5000000.0,48.699993042858125,0.0,56.8999431000569,0.0
Ben,ig,8.0,1583.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,142.0,12.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,6000.0,30000.0,2000.0,79000.0,5000000.0,77.79999027500122,0.0,62.59993740006261,0.0
Ben,ig,26.0,2218.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,30000.0,2000.0,79000.0,5000000.0,27.746152778994123,0.0,0.0,0.0
Ben,ig,50.0,1975.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,30000.0,2000.0,79000.0,5000000.0,12.389999752200003,0.0,0.0,0.0
Ben,ig,209.0,23459.0,568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1708.0,60.0,0.0,6832.0,0.0,0.0,0.0,0.0,0.0,6000.0,30000.0,2000.0,79000.0,5000000.0,35.032057248650446,0.0,119.29999254375046,0.0
Bonnie,ig,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26000.0,25000.0,2000.0,93000.0,5000000.0,0.499999750000125,0.0,0.0,0.0
