avg_live_voice,avg_post_voice,avg_short_voice,avg_video_voice
0.0,5.917391047069955,0.0,1194.974966806251
0.0,120.45432024410916,0.0,741.6815594294327
0.0,132.59677205489078,0.0,0.0
0.0,35.59327701182121,0.0,0.999999000001
0.0,281.2999296750176,0.0,0.0
0.0,78.35318608246766,0.0,38.949980525009735
0.0,26.136110385108047,0.0,101.69989830010172
0.0,16.687863996660855,0.0,48.715786909695424
0.0,453.0537693108136,0.0,221.9249445187639
0.0,37.75999244800151,0.0,150.35832080347328
0.0,12.419999689500008,0.0,0.0
0.0,106.87352626842572,0.0,149.46999501766683
0.0,95.69308711662173,0.0,26.143748366015725
0.0,440.21779287951034,0.0,819.8860274445112
0.0,333.3938707470639,0.0,707.1249882145836
0.0,273.96121889875064,0.0,0.0
0.0,109.31249848177086,0.0,2124.0785497543006
0.0,55.76779566495262,0.0,183.89981610018395
0.0,23.36896511432819,0.0,0.0
0.0,961.8043060085084,0.0,2949.971791363893
0.0,25.504760690249487,0.0,859.863558194222
0.0,91.26399634944016,0.0,0.0
0.0,500.50687929286624,0.0,738.3679704652811
0.0,568.6064861219937,0.0,1646.1495884626029
0.0,365.74666445002026,0.0,0.0
0.0,12.01199951952002,0.0,223.5999627333396
0.0,105.85961436673448,0.0,111.33635351487696
0.0,332.6083194746534,0.0,11.999988000012005
0.0,148.34137419512504,0.0,173.17495670626082
0.0,0.0,0.0,0.0
0.0,72.89382626057004,0.0,854.1899145810088
0.0,642.6916622035302,0.0,0.0
0.0,776.0773438475975,0.0,1582.999208500396
0.0,206.7818119157027,0.0,0.0
0.0,37.87304314893007,0.0,0.0
0.0,64.0060237108071,0.0,43.899978050010965
0.0,896.179613033711,0.0,2643.5441507173164
0.0,144.94461426965682,0.0,128.9062419433599
0.0,145.48547404756718,0.0,1384.309861569014
0.0,690.8422068701732,0.0,13837.555166063546
0.0,301.55332830744453,0.0,0.0
0.0,8.723357600559433,0.0,21.899997262500342
0.0,96.2727250847108,0.0,0.0
0.0,879.3135693911905,0.0,9022.849803851092
0.0,234.79073639276416,0.0,357.1713775469461
0.0,1846.4399805637893,0.0,0.0
0.0,284.08727014466115,0.0,2370.885224385729
0.0,532.3666568080249,0.0,2047.9804699283648
0.0,15.987498001562752,0.0,0.0
0.0,437.1797728248328,0.0,4056.231981256007
0.0,456.3920932528397,0.0,2974.770659151936
0.0,390.80861844362875,0.0,1038.8597922280417
0.0,138.6128187357331,0.0,0.0
0.0,502.2695812405434,0.0,896.2570148204264
0.0,104.28570931972811,0.0,2030.2907245190247
0.0,771.158607393817,0.0,1128.5530132037422
0.0,405.67999262400014,0.0,184.3856879449017
0.0,703.277122763511,0.0,3179.628117195984
0.0,672.434266501878,0.0,5241.181086213092
0.0,385.7098179847338,0.0,0.0
0.0,170.92548852033832,0.0,0.0
0.0,215.91663068056155,0.0,63.74998937500177
0.0,48.59999676000022,0.0,4649.797675101162
0.0,346.5769141903356,0.0,2368.749407812648
0.0,19.08333015277831,0.0,0.0
0.0,79.27173228184883,0.0,0.0
0.0,117.68926135003603,0.0,105.53833157436117
0.0,2033.7742276064507,0.0,1564.7984352015649
0.0,793.6999929761063,0.0,2080.2490530863806
0.0,0.0,296.5610946354948,5493.5434488835035
0.0,0.0,0.0,18802.686248829195
0.0,0.0,956.0495219752387,6765.8310385677805
0.0,0.0,4060.3991879201617,9139.137966495944
0.0,0.0,1789.0997763625285,7891.927570893423
0.0,0.0,2866.1853048306707,6212.94806162248
0.0,0.0,114.3499428250286,1813.9996976667169
0.0,0.0,4058.6991882601615,8868.84385679871
0.0,0.0,4050.099189980162,8233.315863441423
0.0,0.0,1152.3426925224726,14528.953622631485
0.0,0.0,0.0,6675.5612817091815
0.0,0.0,3397.999433666761,10351.925375591658
0.0,0.0,184.1998158001842,3119.893934123886
0.0,0.0,0.0,12085.141993918429
0.0,0.0,2565.1371793578533,11679.261453632736
0.0,0.0,2915.7281548959786,10681.14723297132
0.0,0.0,3388.699435216761,9540.060846109422
0.0,0.0,3395.01610083065,10101.991839421267
0.0,0.0,3395.816100697317,10266.557624564271
0.0,0.0,4051.2991897401616,8159.599745012509
0.0,0.0,3389.7494350417605,9734.169174050856
0.0,0.0,0.0,1482.837407322662
0.0,0.0,0.0,1482.837407322662
0.0,0.0,3385.2994357834277,9193.408308759763
0.0,0.0,4060.3991879201617,9139.137966495944
0.0,0.0,1983.0743081263,9968.832740152977
0.0,0.0,3387.1661021389828,9508.096871197233
0.0,0.0,4047.5591904881617,7758.809427135181
0.0,0.0,495.46658408890266,2293.4864018053154
0.0,0.0,927.4990725009277,29150.362203545566
0.0,0.0,3396.36610060565,10068.892049515593
0.0,0.0,4050.9791898041617,8113.699746446883
0.0,0.0,4060.3391879321616,9150.290907344386
0.0,0.0,3386.7494355417607,9445.16258728107
0.0,0.0,4020.239195952161,5754.510897981078
