name,platform,post_sum_6m,like_count_post_6m,comment_count_post_6m,share_count_post_6m,view_count_post_6m,video_post_sum_6m,like_count_video_6m,comment_count_video_6m,share_count_video_6m,view_count_video_6m,short_post_sum_6m,like_count_short_6m,comment_count_short_6m,share_count_short_6m,view_count_short_6m,live_post_sum_6m,like_count_live_6m,comment_count_live_6m,share_count_live_6m,view_count_live_6m,follower_count_processed,live,post,short,video,total_post_sum_1m,total_post_sum_2m,total_post_sum_3m,total_post_sum_4m,total_post_sum_5m,total_post_sum_6m,advertise_total_post_sum_1m,advertise_total_post_sum_2m,advertise_total_post_sum_3m,advertise_total_post_sum_4m,advertise_total_post_sum_5m,advertise_total_post_sum_6m,social_vol_1m,social_vol_2m,social_vol_3m,social_vol_4m,social_vol_5m,social_vol_6m,impute,avg_post_voice_1m,avg_post_voice_2m,avg_post_voice_3m,avg_post_voice_4m,avg_post_voice_5m,avg_post_voice_6m,max_value,min_value,scaled_voice_m1,scaled_voice_m2,scaled_voice_m3,scaled_voice_m4,scaled_voice_m5,scaled_voice_m6,mean,stdev
Frank法藍克,ig,26.0,0.0,437.0,0.0,0.0,0.0,40.0,0.0,0.0,270.0,5.0,3186.0,97.0,0.0,36691.0,0.0,25.0,0.0,0.0,307.0,9000.0,24000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,111.0,572.0,390.0,91.0,0.0,465.0,true,27.75,95.333333333333329,65.0,15.166666666666666,0.0,93.0,95.333333333333329,0.0,0.29108391608391609,1.0,0.68181818181818188,0.15909090909090909,0.0,0.97552447552447552,0.51791958041958042,0.95766364046637431
木可先生的食攝文雜|Mr.mook|mook_foodie,ig,26.0,0.0,437.0,0.0,0.0,0.0,40.0,0.0,0.0,270.0,5.0,3186.0,97.0,0.0,36691.0,0.0,25.0,0.0,0.0,307.0,9000.0,24000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,111.0,572.0,390.0,91.0,0.0,465.0,true,27.75,95.333333333333329,65.0,15.166666666666666,0.0,93.0,95.333333333333329,0.0,0.29108391608391609,1.0,0.68181818181818188,0.15909090909090909,0.0,0.97552447552447552,0.51791958041958042,0.95766364046637431
葳Wei ,ig,26.0,0.0,437.0,0.0,0.0,0.0,40.0,0.0,0.0,270.0,5.0,3186.0,97.0,0.0,36691.0,0.0,25.0,0.0,0.0,307.0,9000.0,24000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,111.0,572.0,390.0,91.0,0.0,465.0,true,27.75,95.333333333333329,65.0,15.166666666666666,0.0,93.0,95.333333333333329,0.0,0.29108391608391609,1.0,0.68181818181818188,0.15909090909090909,0.0,0.97552447552447552,0.51791958041958042,0.95766364046637431
羊毛,ig,26.0,20501.0,495.0,0.0,0.0,0.0,23.0,0.0,0.0,119.0,5.0,3991.0,90.0,0.0,39210.0,0.0,28.0,0.0,0.0,339.0,18000.0,22000.0,8000.0,84000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,248.0,765.0,524.0,255.0,181.0,600.0,true,62.0,127.5,87.333333333333329,42.5,30.166666666666668,120.0,127.5,30.166666666666668,0.327054794520548,1.0,0.58732876712328763,0.12671232876712329,0.0,0.922945205479452,0.4940068493150685,0.92495793572860907
酷莉|Kuri|kuri_space,ig,26.0,0.0,374.0,0.0,0.0,0.0,73.0,1.0,0.0,582.0,5.0,4523.0,134.0,0.0,58950.0,0.0,11.0,0.0,0.0,170.0,9000.0,33000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,154.0,882.0,454.0,133.0,0.0,456.0,true,38.5,147.0,75.666666666666671,22.166666666666668,0.0,91.2,147.0,0.0,0.26190476190476192,1.0,0.51473922902494329,0.15079365079365081,0.0,0.62040816326530612,0.42464096749811037,0.81195805600111148
Hana&Kuma,ig,26.0,0.0,381.0,0.0,0.0,0.0,69.0,1.0,0.0,547.0,5.0,4369.0,130.0,0.0,56409.0,0.0,12.0,0.0,0.0,186.0,9000.0,32000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,149.0,847.0,447.0,129.0,0.0,457.0,true,37.25,141.16666666666666,74.5,21.5,0.0,91.4,141.16666666666666,0.0,0.26387249114521844,1.0,0.52774498229043687,0.15230224321133412,0.0,0.64746162927981121,0.43189689098780004,0.81935123477250149
AGA不專業食記&攝影,ig,26.0,0.0,431.0,0.0,0.0,0.0,44.0,0.0,0.0,305.0,5.0,3310.0,101.0,0.0,38849.0,0.0,23.0,0.0,0.0,292.0,9000.0,25000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,115.0,602.0,396.0,95.0,0.0,465.0,true,28.75,100.33333333333333,66.0,15.833333333333334,0.0,93.0,100.33333333333333,0.0,0.28654485049833889,1.0,0.65780730897009965,0.15780730897009967,0.0,0.92691029900332234,0.5048449612403102,0.932562945278243
yan|yanyen_,ig,26.0,0.0,431.0,0.0,0.0,0.0,44.0,0.0,0.0,305.0,5.0,3310.0,101.0,0.0,38849.0,0.0,23.0,0.0,0.0,292.0,9000.0,25000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,115.0,602.0,396.0,95.0,0.0,465.0,true,28.75,100.33333333333333,66.0,15.833333333333334,0.0,93.0,100.33333333333333,0.0,0.28654485049833889,1.0,0.65780730897009965,0.15780730897009967,0.0,0.92691029900332234,0.5048449612403102,0.932562945278243
雋先生|mr._jun_0714,ig,26.0,0.0,431.0,0.0,0.0,0.0,44.0,0.0,0.0,305.0,5.0,3310.0,101.0,0.0,38849.0,0.0,23.0,0.0,0.0,292.0,9000.0,25000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,115.0,602.0,396.0,95.0,0.0,465.0,true,28.75,100.33333333333333,66.0,15.833333333333334,0.0,93.0,100.33333333333333,0.0,0.28654485049833889,1.0,0.65780730897009965,0.15780730897009967,0.0,0.92691029900332234,0.5048449612403102,0.932562945278243
Melvin Yang|melvinyang1106,ig,26.0,0.0,431.0,0.0,0.0,0.0,44.0,0.0,0.0,305.0,5.0,3310.0,101.0,0.0,38849.0,0.0,23.0,0.0,0.0,292.0,9000.0,25000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,115.0,602.0,396.0,95.0,0.0,465.0,true,28.75,100.33333333333333,66.0,15.833333333333334,0.0,93.0,100.33333333333333,0.0,0.28654485049833889,1.0,0.65780730897009965,0.15780730897009967,0.0,0.92691029900332234,0.5048449612403102,0.932562945278243
yogetup,ig,26.0,0.0,431.0,0.0,0.0,0.0,44.0,0.0,0.0,305.0,5.0,3310.0,101.0,0.0,38849.0,0.0,23.0,0.0,0.0,292.0,9000.0,25000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,115.0,602.0,396.0,95.0,0.0,465.0,true,28.75,100.33333333333333,66.0,15.833333333333334,0.0,93.0,100.33333333333333,0.0,0.28654485049833889,1.0,0.65780730897009965,0.15780730897009967,0.0,0.92691029900332234,0.5048449612403102,0.932562945278243
ʏᴜʀᴀ🦩紫暄,ig,26.0,0.0,431.0,0.0,0.0,0.0,44.0,0.0,0.0,305.0,5.0,3310.0,101.0,0.0,38849.0,0.0,23.0,0.0,0.0,292.0,9000.0,25000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,115.0,602.0,396.0,95.0,0.0,465.0,true,28.75,100.33333333333333,66.0,15.833333333333334,0.0,93.0,100.33333333333333,0.0,0.28654485049833889,1.0,0.65780730897009965,0.15780730897009967,0.0,0.92691029900332234,0.5048449612403102,0.932562945278243
黛C,ig,26.0,0.0,431.0,0.0,0.0,0.0,44.0,0.0,0.0,305.0,5.0,3310.0,101.0,0.0,38849.0,0.0,23.0,0.0,0.0,292.0,9000.0,25000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,115.0,602.0,396.0,95.0,0.0,465.0,true,28.75,100.33333333333333,66.0,15.833333333333334,0.0,93.0,100.33333333333333,0.0,0.28654485049833889,1.0,0.65780730897009965,0.15780730897009967,0.0,0.92691029900332234,0.5048449612403102,0.932562945278243
luwinshow69|盧聞嗅,ig,26.0,0.0,431.0,0.0,0.0,0.0,44.0,0.0,0.0,305.0,5.0,3310.0,101.0,0.0,38849.0,0.0,23.0,0.0,0.0,292.0,9000.0,25000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,115.0,602.0,396.0,95.0,0.0,465.0,true,28.75,100.33333333333333,66.0,15.833333333333334,0.0,93.0,100.33333333333333,0.0,0.28654485049833889,1.0,0.65780730897009965,0.15780730897009967,0.0,0.92691029900332234,0.5048449612403102,0.932562945278243
Cloudʕ๑•ɷ•๑ʔ❤莊,ig,26.0,0.0,431.0,0.0,0.0,0.0,44.0,0.0,0.0,305.0,5.0,3310.0,101.0,0.0,38849.0,0.0,23.0,0.0,0.0,292.0,9000.0,25000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,115.0,602.0,396.0,95.0,0.0,465.0,true,28.75,100.33333333333333,66.0,15.833333333333334,0.0,93.0,100.33333333333333,0.0,0.28654485049833889,1.0,0.65780730897009965,0.15780730897009967,0.0,0.92691029900332234,0.5048449612403102,0.932562945278243
🐱 𝕋ℍ𝔼ℝ𝔼𝔽𝕆ℝ𝔼 x 食 旅 日 誌✨抽 獎 中,ig,26.0,0.0,431.0,0.0,0.0,0.0,44.0,0.0,0.0,305.0,5.0,3310.0,101.0,0.0,38849.0,0.0,23.0,0.0,0.0,292.0,9000.0,25000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,115.0,602.0,396.0,95.0,0.0,465.0,true,28.75,100.33333333333333,66.0,15.833333333333334,0.0,93.0,100.33333333333333,0.0,0.28654485049833889,1.0,0.65780730897009965,0.15780730897009967,0.0,0.92691029900332234,0.5048449612403102,0.932562945278243
易胖體質的吃貨|iam_fattyfoodie,ig,26.0,0.0,431.0,0.0,0.0,0.0,44.0,0.0,0.0,305.0,5.0,3310.0,101.0,0.0,38849.0,0.0,23.0,0.0,0.0,292.0,9000.0,25000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,115.0,602.0,396.0,95.0,0.0,465.0,true,28.75,100.33333333333333,66.0,15.833333333333334,0.0,93.0,100.33333333333333,0.0,0.28654485049833889,1.0,0.65780730897009965,0.15780730897009967,0.0,0.92691029900332234,0.5048449612403102,0.932562945278243
0427doris|朵肉絲 ᴅᴏʀɪs花蓮美食|朵肉絲0427doris|,ig,26.0,0.0,431.0,0.0,0.0,0.0,44.0,0.0,0.0,305.0,5.0,3310.0,101.0,0.0,38849.0,0.0,23.0,0.0,0.0,292.0,9000.0,25000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,115.0,602.0,396.0,95.0,0.0,465.0,true,28.75,100.33333333333333,66.0,15.833333333333334,0.0,93.0,100.33333333333333,0.0,0.28654485049833889,1.0,0.65780730897009965,0.15780730897009967,0.0,0.92691029900332234,0.5048449612403102,0.932562945278243
4mefoodielife|𝐈𝐌 𝐂𝐇𝐈𝐀|4mefoodielife|CHIA|,ig,26.0,0.0,431.0,0.0,0.0,0.0,44.0,0.0,0.0,305.0,5.0,3310.0,101.0,0.0,38849.0,0.0,23.0,0.0,0.0,292.0,9000.0,25000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,115.0,602.0,396.0,95.0,0.0,465.0,true,28.75,100.33333333333333,66.0,15.833333333333334,0.0,93.0,100.33333333333333,0.0,0.28654485049833889,1.0,0.65780730897009965,0.15780730897009967,0.0,0.92691029900332234,0.5048449612403102,0.932562945278243
joyiner1988|欣儀媽咪育兒穿搭美妝保養|,ig,26.0,2216.0,435.0,0.0,0.0,0.0,36.0,0.0,0.0,240.0,5.0,3199.0,96.0,0.0,37319.0,0.0,25.0,0.0,0.0,308.0,12000.0,24000.0,4000.0,82000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,152.0,681.0,429.0,137.0,30.0,490.0,true,38.0,113.5,71.5,22.833333333333332,5.0,98.0,113.5,5.0,0.30414746543778803,1.0,0.61290322580645162,0.16436251920122888,0.0,0.8571428571428571,0.48975934459805431,0.88920170179700242
王乃伃Mandy Wang,ig,26.0,24652.0,501.0,0.0,0.0,0.0,19.0,0.0,0.0,90.0,5.0,4125.0,90.0,0.0,40254.0,0.0,28.0,0.0,0.0,340.0,21000.0,22000.0,10000.0,85000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,292.0,860.0,566.0,306.0,248.0,633.0,true,73.0,143.33333333333334,94.333333333333329,51.0,41.333333333333336,126.6,143.33333333333334,41.333333333333336,0.31045751633986923,1.0,0.51960784313725483,0.094771241830065342,0.0,0.83594771241830046,0.46013071895424829,0.89657385369246168
wenwen吃美食|wenwen0821,ig,26.0,0.0,424.0,0.0,0.0,0.0,47.0,1.0,0.0,340.0,5.0,3456.0,105.0,0.0,41283.0,0.0,22.0,0.0,0.0,277.0,9000.0,26000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,120.0,635.0,403.0,99.0,0.0,464.0,true,30.0,105.83333333333333,67.166666666666671,16.5,0.0,92.8,105.83333333333333,0.0,0.28346456692913385,1.0,0.6346456692913387,0.15590551181102363,0.0,0.87685039370078743,0.49181102362204721,0.90831268298084455
D|raydsir,ig,26.0,0.0,424.0,0.0,0.0,0.0,47.0,1.0,0.0,340.0,5.0,3456.0,105.0,0.0,41283.0,0.0,22.0,0.0,0.0,277.0,9000.0,26000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,120.0,635.0,403.0,99.0,0.0,464.0,true,30.0,105.83333333333333,67.166666666666671,16.5,0.0,92.8,105.83333333333333,0.0,0.28346456692913385,1.0,0.6346456692913387,0.15590551181102363,0.0,0.87685039370078743,0.49181102362204721,0.90831268298084455
_rita.foodie|台中美食feat.吃貨日日🦄,ig,26.0,0.0,424.0,0.0,0.0,0.0,47.0,1.0,0.0,340.0,5.0,3456.0,105.0,0.0,41283.0,0.0,22.0,0.0,0.0,277.0,9000.0,26000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,120.0,635.0,403.0,99.0,0.0,464.0,true,30.0,105.83333333333333,67.166666666666671,16.5,0.0,92.8,105.83333333333333,0.0,0.28346456692913385,1.0,0.6346456692913387,0.15590551181102363,0.0,0.87685039370078743,0.49181102362204721,0.90831268298084455
Bebe Liu|kewpiebay,ig,26.0,0.0,424.0,0.0,0.0,0.0,47.0,1.0,0.0,340.0,5.0,3456.0,105.0,0.0,41283.0,0.0,22.0,0.0,0.0,277.0,9000.0,26000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,120.0,635.0,403.0,99.0,0.0,464.0,true,30.0,105.83333333333333,67.166666666666671,16.5,0.0,92.8,105.83333333333333,0.0,0.28346456692913385,1.0,0.6346456692913387,0.15590551181102363,0.0,0.87685039370078743,0.49181102362204721,0.90831268298084455
omi._.lll|嗨～我是沁👱🏻‍♀️｜新竹美食｜桃園美食｜,ig,26.0,0.0,424.0,0.0,0.0,0.0,47.0,1.0,0.0,340.0,5.0,3456.0,105.0,0.0,41283.0,0.0,22.0,0.0,0.0,277.0,9000.0,26000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,120.0,635.0,403.0,99.0,0.0,464.0,true,30.0,105.83333333333333,67.166666666666671,16.5,0.0,92.8,105.83333333333333,0.0,0.28346456692913385,1.0,0.6346456692913387,0.15590551181102363,0.0,0.87685039370078743,0.49181102362204721,0.90831268298084455
倫倫☀️ ᴀʟʟᴇɴ,ig,26.0,0.0,424.0,0.0,0.0,0.0,47.0,1.0,0.0,340.0,5.0,3456.0,105.0,0.0,41283.0,0.0,22.0,0.0,0.0,277.0,9000.0,26000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,120.0,635.0,403.0,99.0,0.0,464.0,true,30.0,105.83333333333333,67.166666666666671,16.5,0.0,92.8,105.83333333333333,0.0,0.28346456692913385,1.0,0.6346456692913387,0.15590551181102363,0.0,0.87685039370078743,0.49181102362204721,0.90831268298084455
emily|kai_xin_1125,ig,26.0,0.0,424.0,0.0,0.0,0.0,47.0,1.0,0.0,340.0,5.0,3456.0,105.0,0.0,41283.0,0.0,22.0,0.0,0.0,277.0,9000.0,26000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,120.0,635.0,403.0,99.0,0.0,464.0,true,30.0,105.83333333333333,67.166666666666671,16.5,0.0,92.8,105.83333333333333,0.0,0.28346456692913385,1.0,0.6346456692913387,0.15590551181102363,0.0,0.87685039370078743,0.49181102362204721,0.90831268298084455
蕭名棻|amusing__amy,ig,26.0,0.0,424.0,0.0,0.0,0.0,47.0,1.0,0.0,340.0,5.0,3456.0,105.0,0.0,41283.0,0.0,22.0,0.0,0.0,277.0,9000.0,26000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,120.0,635.0,403.0,99.0,0.0,464.0,true,30.0,105.83333333333333,67.166666666666671,16.5,0.0,92.8,105.83333333333333,0.0,0.28346456692913385,1.0,0.6346456692913387,0.15590551181102363,0.0,0.87685039370078743,0.49181102362204721,0.90831268298084455
台中美食feat.吃貨日日🦄|_rita.foodie,ig,26.0,0.0,424.0,0.0,0.0,0.0,47.0,1.0,0.0,340.0,5.0,3456.0,105.0,0.0,41283.0,0.0,22.0,0.0,0.0,277.0,9000.0,26000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,120.0,635.0,403.0,99.0,0.0,464.0,true,30.0,105.83333333333333,67.166666666666671,16.5,0.0,92.8,105.83333333333333,0.0,0.28346456692913385,1.0,0.6346456692913387,0.15590551181102363,0.0,0.87685039370078743,0.49181102362204721,0.90831268298084455
dorothy ◦,ig,26.0,0.0,424.0,0.0,0.0,0.0,47.0,1.0,0.0,340.0,5.0,3456.0,105.0,0.0,41283.0,0.0,22.0,0.0,0.0,277.0,9000.0,26000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,120.0,635.0,403.0,99.0,0.0,464.0,true,30.0,105.83333333333333,67.166666666666671,16.5,0.0,92.8,105.83333333333333,0.0,0.28346456692913385,1.0,0.6346456692913387,0.15590551181102363,0.0,0.87685039370078743,0.49181102362204721,0.90831268298084455
詠儀的美食日記|yungyi_wang|,ig,26.0,0.0,424.0,0.0,0.0,0.0,47.0,1.0,0.0,340.0,5.0,3456.0,105.0,0.0,41283.0,0.0,22.0,0.0,0.0,277.0,9000.0,26000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,120.0,635.0,403.0,99.0,0.0,464.0,true,30.0,105.83333333333333,67.166666666666671,16.5,0.0,92.8,105.83333333333333,0.0,0.28346456692913385,1.0,0.6346456692913387,0.15590551181102363,0.0,0.87685039370078743,0.49181102362204721,0.90831268298084455
薛eatting,ig,26.0,0.0,424.0,0.0,0.0,0.0,47.0,1.0,0.0,340.0,5.0,3456.0,105.0,0.0,41283.0,0.0,22.0,0.0,0.0,277.0,9000.0,26000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,120.0,635.0,403.0,99.0,0.0,464.0,true,30.0,105.83333333333333,67.166666666666671,16.5,0.0,92.8,105.83333333333333,0.0,0.28346456692913385,1.0,0.6346456692913387,0.15590551181102363,0.0,0.87685039370078743,0.49181102362204721,0.90831268298084455
ssssyuan0201|筑軒,ig,26.0,0.0,424.0,0.0,0.0,0.0,47.0,1.0,0.0,340.0,5.0,3456.0,105.0,0.0,41283.0,0.0,22.0,0.0,0.0,277.0,9000.0,26000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,120.0,635.0,403.0,99.0,0.0,464.0,true,30.0,105.83333333333333,67.166666666666671,16.5,0.0,92.8,105.83333333333333,0.0,0.28346456692913385,1.0,0.6346456692913387,0.15590551181102363,0.0,0.87685039370078743,0.49181102362204721,0.90831268298084455
alexchen1125|Alex,ig,26.0,0.0,424.0,0.0,0.0,0.0,47.0,1.0,0.0,340.0,5.0,3456.0,105.0,0.0,41283.0,0.0,22.0,0.0,0.0,277.0,9000.0,26000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,120.0,635.0,403.0,99.0,0.0,464.0,true,30.0,105.83333333333333,67.166666666666671,16.5,0.0,92.8,105.83333333333333,0.0,0.28346456692913385,1.0,0.6346456692913387,0.15590551181102363,0.0,0.87685039370078743,0.49181102362204721,0.90831268298084455
蝦蝦,ig,26.0,0.0,360.0,0.0,0.0,0.0,80.0,1.0,0.0,652.0,5.0,4832.0,142.0,0.0,64061.0,0.0,8.0,0.0,0.0,139.0,9000.0,35000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,164.0,953.0,469.0,143.0,0.0,454.0,true,41.0,158.83333333333334,78.166666666666671,23.833333333333332,0.0,90.8,158.83333333333334,0.0,0.2581322140608604,1.0,0.49213011542497376,0.15005246589716684,0.0,0.57166841552990555,0.41199720181881777,0.79980913000617782
sandy_eat|仙蒂-台北美食、新北美食、台中美食、高雄美食|仙蒂食,ig,26.0,0.0,417.0,0.0,0.0,0.0,51.0,1.0,0.0,374.0,5.0,3607.0,109.0,0.0,43789.0,0.0,20.0,0.0,0.0,262.0,9000.0,27000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,125.0,671.0,411.0,104.0,0.0,463.0,true,31.25,111.83333333333333,68.5,17.333333333333332,0.0,92.6,111.83333333333333,0.0,0.27943368107302535,1.0,0.61251862891207154,0.15499254843517138,0.0,0.82801788375558871,0.47916045702930954,0.8861885224311119
YUMI麻迷,ig,26.0,0.0,417.0,0.0,0.0,0.0,51.0,1.0,0.0,374.0,5.0,3607.0,109.0,0.0,43789.0,0.0,20.0,0.0,0.0,262.0,9000.0,27000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,125.0,671.0,411.0,104.0,0.0,463.0,true,31.25,111.83333333333333,68.5,17.333333333333332,0.0,92.6,111.83333333333333,0.0,0.27943368107302535,1.0,0.61251862891207154,0.15499254843517138,0.0,0.82801788375558871,0.47916045702930954,0.8861885224311119
93_615|will PENG,ig,26.0,0.0,417.0,0.0,0.0,0.0,51.0,1.0,0.0,374.0,5.0,3607.0,109.0,0.0,43789.0,0.0,20.0,0.0,0.0,262.0,9000.0,27000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,125.0,671.0,411.0,104.0,0.0,463.0,true,31.25,111.83333333333333,68.5,17.333333333333332,0.0,92.6,111.83333333333333,0.0,0.27943368107302535,1.0,0.61251862891207154,0.15499254843517138,0.0,0.82801788375558871,0.47916045702930954,0.8861885224311119
Kent Ho|silokids,ig,26.0,0.0,417.0,0.0,0.0,0.0,51.0,1.0,0.0,374.0,5.0,3607.0,109.0,0.0,43789.0,0.0,20.0,0.0,0.0,262.0,9000.0,27000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,125.0,671.0,411.0,104.0,0.0,463.0,true,31.25,111.83333333333333,68.5,17.333333333333332,0.0,92.6,111.83333333333333,0.0,0.27943368107302535,1.0,0.61251862891207154,0.15499254843517138,0.0,0.82801788375558871,0.47916045702930954,0.8861885224311119
Chai Jun采君|chaijun0116,ig,26.0,0.0,417.0,0.0,0.0,0.0,51.0,1.0,0.0,374.0,5.0,3607.0,109.0,0.0,43789.0,0.0,20.0,0.0,0.0,262.0,9000.0,27000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,125.0,671.0,411.0,104.0,0.0,463.0,true,31.25,111.83333333333333,68.5,17.333333333333332,0.0,92.6,111.83333333333333,0.0,0.27943368107302535,1.0,0.61251862891207154,0.15499254843517138,0.0,0.82801788375558871,0.47916045702930954,0.8861885224311119
Dandan 但昊哲|danhaozhe,ig,26.0,0.0,417.0,0.0,0.0,0.0,51.0,1.0,0.0,374.0,5.0,3607.0,109.0,0.0,43789.0,0.0,20.0,0.0,0.0,262.0,9000.0,27000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,125.0,671.0,411.0,104.0,0.0,463.0,true,31.25,111.83333333333333,68.5,17.333333333333332,0.0,92.6,111.83333333333333,0.0,0.27943368107302535,1.0,0.61251862891207154,0.15499254843517138,0.0,0.82801788375558871,0.47916045702930954,0.8861885224311119
美食探索家阿賢🍺 | 屏東美食 | 高雄美食 | 各地美食,ig,26.0,0.0,417.0,0.0,0.0,0.0,51.0,1.0,0.0,374.0,5.0,3607.0,109.0,0.0,43789.0,0.0,20.0,0.0,0.0,262.0,9000.0,27000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,125.0,671.0,411.0,104.0,0.0,463.0,true,31.25,111.83333333333333,68.5,17.333333333333332,0.0,92.6,111.83333333333333,0.0,0.27943368107302535,1.0,0.61251862891207154,0.15499254843517138,0.0,0.82801788375558871,0.47916045702930954,0.8861885224311119
Aidan肉食健人｜花蓮 台北 彰化 宜蘭 基隆 宅配美食|aidan_foodies,ig,26.0,0.0,417.0,0.0,0.0,0.0,51.0,1.0,0.0,374.0,5.0,3607.0,109.0,0.0,43789.0,0.0,20.0,0.0,0.0,262.0,9000.0,27000.0,2000.0,81000.0,,4.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,125.0,671.0,411.0,104.0,0.0,463.0,true,31.25,111.83333333333333,68.5,17.333333333333332,0.0,92.6,111.83333333333333,0.0,0.27943368107302535,1.0,0.61251862891207154,0.15499254843517138,0.0,0.82801788375558871,0.47916045702930954,0.8861885224311119
